menu_id,restaurant_id,dish_name,cuisine,is_vegetarian,is_vegan
6541,493,Gyoza,Japanese,True,True
6542,493,Udon Noodles,Japanese,True,True
6543,493,Ikura Don,Japanese,True,True
6544,493,Hayashi Rice,Japanese,True,True
6545,493,Sushi Rolls,Japanese,True,True
6546,493,Ikayaki,Japanese,True,True
6547,493,Umeboshi,Japanese,True,True
6548,493,Hakata Ramen,Japanese,True,True
6549,493,Dango,Japanese,True,True
6550,493,Ramen,Japanese,True,True
6551,493,Hijiki Seaweed,Japanese,True,True
6552,493,Yakizakana,Japanese,True,True
6553,494,Yu Xiang Rou Si (Fish-Fragrant Pork Slivers),Chinese,False,False
6554,494,Jian Bing Guo Zi (Savory Crepe),Chinese,True,True
6555,494,Soy Milk,Chinese,True,True
6556,494,Knife Shaved Noodles,Chinese,True,True
6557,494,Schezwan Fried Rice,Chinese,True,True
6558,494,Bo Luo Bao (Pineapple Buns),Chinese,True,True
6559,494,Mapo Tofu,Chinese,True,True
6560,494,Gobi Manchurian,Chinese,True,True
6561,494,Spicy Crayfish,Chinese,False,False
6562,494,Chow Mein,Chinese,True,True
6563,494,Chinese Pancakes,Chinese,True,True
6564,494,American Chopsuey,Chinese,True,True
6565,495,Vegetable Fried Rice,Chinese,True,True
6566,495,Cong You Bing (Scallion Pancakes),Chinese,True,True
6567,495,Fu Qi Fei Pian (Husband and Wife Lung Slices),Chinese,True,True
6568,495,Fermented Bean Curd,Chinese,True,True
6569,495,Cashew Chicken,Chinese,False,False
6570,495,Chilli Paneer,Chinese,True,False
6571,495,Schezwan Fried Rice,Chinese,True,True
6572,495,Fried Noodles,Chinese,True,True
6573,495,Gobi Manchurian,Chinese,True,True
6574,495,Chicken with Black Bean Sauce,Chinese,False,False
6575,495,Cantonese Roast Goose,Chinese,True,True
6576,495,Tomato and Egg Stir-fry,Chinese,True,True
6577,495,Siu Mai (Pork and Shrimp Dumplings),Chinese,False,False
6578,495,Chilli Mushroom,Chinese,True,True
6579,495,Green Bean Soup,Chinese,True,True
6580,495,Cha Shao Bao (BBQ Pork Buns),Chinese,False,False
6581,495,American Chopsuey,Chinese,True,True
6582,495,Dim Sum (various),Chinese,True,True
6583,496,Hiyashi Tanuki,Japanese,True,True
6584,496,Matcha Ice Cream,Japanese,True,False
6585,496,Udon Noodles,Japanese,True,True
6586,496,Gyoza,Japanese,True,True
6587,496,Castella,Japanese,True,True
6588,496,Senbei,Japanese,True,True
6589,496,Sushi Rolls,Japanese,True,True
6590,496,Udon,Japanese,True,True
6591,496,Kare Pan,Japanese,True,True
6592,496,Matsutake Gohan,Japanese,True,True
6593,496,Tonkotsu Ramen,Japanese,False,False
6594,496,Hiyayakko,Japanese,True,True
6595,496,Takenoko Gohan,Japanese,True,True
6596,497,Steamed Fish,Chinese,False,False
6597,497,Jian Bing Guo Zi (Savory Crepe),Chinese,True,True
6598,497,Zongzi (Sticky Rice Dumplings),Chinese,True,True
6599,497,Chilli Paneer,Chinese,True,False
6600,497,Wonton Soup,Chinese,True,True
6601,497,Bo Luo Bao (Pineapple Buns),Chinese,True,True
6602,497,Red Bean Buns,Chinese,True,True
6603,497,Yang Zhi Gan Lu (Mango Sago Dessert),Chinese,True,True
6604,497,Har Gow (Shrimp Dumplings),Chinese,True,True
6605,497,Sesame Chicken,Chinese,False,False
6606,497,Pineapple Buns,Chinese,True,True
6607,497,Orange Chicken,Chinese,False,False
6608,497,Beef Lo Mein,Chinese,False,False
6609,497,Chilli Mushroom,Chinese,True,True
6610,497,Cha Shao Bao (BBQ Pork Buns),Chinese,False,False
6611,497,American Chopsuey,Chinese,True,True
6612,497,Hui Guo Rou (Twice Cooked Pork),Chinese,False,False
6613,497,La Zi Ji (Sichuan Chili Chicken),Chinese,False,False
6614,498,Butter Chicken,Indian,False,False
6615,498,Banana Chips,Indian,True,True
6616,498,Sweet Corn Soup,Indian,True,True
6617,498,Rasmalai,Indian,True,True
6618,498,Lassi,Indian,True,True
6619,498,Macher Jhol,Indian,True,True
6620,498,Chicken Biryani Hyderabad,Indian,False,False
6621,498,Sarson da Saag & Makki di Roti,Indian,True,True
6622,498,Onion Uttapam,Indian,True,True
6623,498,Boondi Raita,Indian,True,True
6624,498,Kofta Curry,Indian,True,True
6625,498,Andhra Chicken Curry,Indian,False,False
6626,498,Pav Bhaji,Indian,True,True
6627,498,Brinjal Curry,Indian,True,True
6628,498,Aamras Poori,Indian,True,True
6629,498,Appam,Indian,True,True
6630,498,Daal Makhani,Indian,True,True
6631,498,Dahi Puri,Indian,True,True
6632,498,Pakora,Indian,True,True
6633,499,Mutton Curry,Indian,True,True
6634,499,Parotta,Indian,True,True
6635,499,Boondi Raita,Indian,True,True
6636,499,Gongura Pickle,Indian,True,True
6637,499,Kheer,Indian,True,True
6638,499,Fafda,Indian,True,True
6639,499,Jackfruit Curry,Indian,True,True
6640,499,Aamras Poori,Indian,True,True
6641,499,Pav Bhaji,Indian,True,True
6642,499,Khichdi,Indian,True,True
6643,499,Sarson da Saag & Makki di Roti,Indian,True,True
6644,499,Poha,Indian,True,True
6645,499,Vegetable Biryani,Indian,True,True
6646,499,Puri,Indian,True,True
6647,499,Butter Naan,Indian,True,False
6648,499,Baingan Bharta,Indian,True,True
6649,499,Pakora,Indian,True,True
6650,500,Uttapam,Indian,True,True
6651,500,Chicken Korma,Indian,False,False
6652,500,Gongura Pickle,Indian,True,True
6653,500,Aamras Poori,Indian,True,True
6654,500,Pav Bhaji,Indian,True,True
6655,500,Chicken Lollipop,Indian,False,False
6656,500,Rava Dosa,Indian,True,True
6657,500,Dahi Puri,Indian,True,True
6658,500,Pakora,Indian,True,True
6659,501,Carrot Halwa,Indian,True,True
6660,501,Aloo Posto,Indian,True,True
6661,501,Parotta,Indian,True,True
6662,501,Uttapam,Indian,True,True
6663,501,Dum Aloo,Indian,True,True
6664,501,Boondi Raita,Indian,True,True
6665,501,Dal Fry,Indian,True,True
6666,501,Rasgulla,Indian,True,True
6667,501,Chicken Biryani Hyderabad,Indian,False,False
6668,501,Pav Bhaji,Indian,True,True
6669,501,Suji Halwa,Indian,True,True
6670,501,Sarson da Saag & Makki di Roti,Indian,True,True
6671,501,Yogurt Rice,Indian,True,True
6672,501,Baingan Bharta,Indian,True,True
6673,501,Pakora,Indian,True,True
6674,501,Bisi Bele Bath,Indian,True,True
6675,502,Matcha Ice Cream,Japanese,True,False
6676,502,Gyoza,Japanese,True,True
6677,502,Oyakodon,Japanese,True,True
6678,502,Yakisoba Pan,Japanese,True,True
6679,502,Dorayaki,Japanese,True,True
6680,502,Chazuke,Japanese,True,True
6681,502,Coffee Jelly,Japanese,True,True
6682,502,Sara Udon,Japanese,True,True
6683,502,Wafu Pasta,Japanese,True,True
6684,502,Cream Pan,Japanese,True,True
6685,502,Tonkatsu,Japanese,True,True
6686,502,Tonkotsu Ramen,Japanese,False,False
6687,503,Hot and Sour Soup,Chinese,True,True
6688,503,American Chopsuey,Chinese,True,True
6689,503,Pork Ribs with Black Bean Sauce,Chinese,False,False
6690,503,Chilli Paneer,Chinese,True,False
6691,503,Schezwan Fried Rice,Chinese,True,True
6692,503,Egg Fried Rice,Chinese,True,True
6693,503,Dou Hua (Tofu Pudding),Chinese,True,True
6694,503,Gobi Manchurian,Chinese,True,True
6695,503,Beggar's Chicken,Chinese,False,False
6696,503,Sweet and Sour Pork,Chinese,False,False
6697,503,Lanzhou Beef Noodle Soup,Chinese,False,False
6698,503,Buddha Jumps Over the Wall,Chinese,True,True
6699,503,Gan Bian Si Ji Dou (Dry-Fried Green Beans),Chinese,True,True
6700,503,Shrimp Lo Mein,Chinese,True,True
6701,503,Dandan Noodles (Sichuan Style),Chinese,True,True
6702,503,Chilli Mushroom,Chinese,True,True
6703,503,Dim Sum (various),Chinese,True,True
6704,503,Red Bean Buns,Chinese,True,True
6705,504,Gomoku Yakisoba,Japanese,True,True
6706,504,Gyoza,Japanese,True,True
6707,504,Udon Noodles,Japanese,True,True
6708,504,Chuka Idon,Japanese,True,True
6709,504,Senbei,Japanese,True,True
6710,504,Sushi Rolls,Japanese,True,True
6711,504,Zaru Soba,Japanese,True,True
6712,504,Mizu Yokan,Japanese,True,True
6713,504,Tendon,Japanese,True,True
6714,504,Sara Udon,Japanese,True,True
6715,504,Lotus Root,Japanese,True,True
6716,504,Sapporo Ramen,Japanese,True,True
6717,504,Warabi Mochi,Japanese,True,True
6718,504,Green Onions,Japanese,True,True
6719,504,Shichimi Togarashi,Japanese,True,True
6720,504,Bonito Flakes,Japanese,True,True
6721,504,Takenoko Gohan,Japanese,True,True
6722,505,Sushi,Japanese,True,True
6723,505,Matcha Ice Cream,Japanese,True,False
6724,505,Gyoza,Japanese,True,True
6725,505,Udon Noodles,Japanese,True,True
6726,505,Spicy Tuna Roll,Japanese,True,True
6727,505,Nikujaga,Japanese,True,True
6728,505,Sushi Rolls,Japanese,True,True
6729,505,Dorayaki,Japanese,True,True
6730,505,Udon,Japanese,True,True
6731,505,Tendon,Japanese,True,True
6732,505,Tantanmen,Japanese,True,True
6733,505,Japanese Sweet Potato,Japanese,True,True
6734,505,Tonkotsu Ramen,Japanese,False,False
6735,505,Omurice,Japanese,True,True
6736,505,Pork Cutlet Curry,Japanese,False,False
6737,506,Dal Tadka,Indian,True,True
6738,506,Uttapam,Indian,True,True
6739,506,Naan,Indian,True,True
6740,506,Biryani,Indian,True,True
6741,506,Aamras Poori,Indian,True,True
6742,506,Pav Bhaji,Indian,True,True
6743,506,Mutton Biryani,Indian,True,True
6744,506,Fish Molee,Indian,False,False
6745,506,Puttu,Indian,True,True
6746,506,Egg Curry,Indian,True,True
6747,506,Malai Kofta,Indian,True,True
6748,506,Bhatura,Indian,True,True
6749,506,Shrikhand,Indian,True,True
6750,506,Pakora,Indian,True,True
6751,506,Amchoor Chicken,Indian,False,False
6752,507,Anmitsu,Japanese,True,True
6753,507,Persimmon,Japanese,True,True
6754,507,Matcha Ice Cream,Japanese,True,False
6755,507,Udon Noodles,Japanese,True,True
6756,507,Sansai Gohan,Japanese,True,True
6757,507,Sushi Rolls,Japanese,True,True
6758,507,Katsudon,Japanese,True,True
6759,507,Tempura Udon,Japanese,True,True
6760,508,Bombil Fry,Indian,True,True
6761,508,Soya Chaap,Indian,True,True
6762,508,Mango Lassi,Indian,True,True
6763,508,Boondi Raita,Indian,True,True
6764,508,Rasgulla,Indian,True,True
6765,508,Green Peas Curry,Indian,True,True
6766,508,Kerala Beef Fry,Indian,False,False
6767,508,Lemon Rice,Indian,True,True
6768,508,Sarson da Saag & Makki di Roti,Indian,True,True
6769,508,Papad,Indian,True,True
6770,508,Aloo Paratha,Indian,True,True
6771,508,Rasmalai,Indian,True,True
6772,508,Shrikhand,Indian,True,True
6773,508,Pakora,Indian,True,True
6774,509,Persimmon,Japanese,True,True
6775,509,Matcha Ice Cream,Japanese,True,False
6776,509,Senbei,Japanese,True,True
6777,509,Udon Noodles,Japanese,True,True
6778,509,Gyoza,Japanese,True,True
6779,509,Melon Pan,Japanese,True,True
6780,509,Sushi Rolls,Japanese,True,True
6781,509,Sara Udon,Japanese,True,True
6782,509,Miso Ramen,Japanese,True,True
6783,509,Tamago Kake Gohan,Japanese,True,True
6784,509,Kare Pan,Japanese,True,True
6785,509,Tempura Soba,Japanese,True,True
6786,509,Matsutake Gohan,Japanese,True,True
6787,509,Kombu,Japanese,True,True
6788,509,Takoyaki,Japanese,True,True
6789,509,Sakura Mochi,Japanese,True,True
6790,509,Manju,Japanese,True,True
6791,510,Gyoza,Japanese,True,True
6792,510,Udon Noodles,Japanese,True,True
6793,510,Chuka Idon,Japanese,True,True
6794,510,Kinako Mochi,Japanese,True,True
6795,510,Gohei Mochi,Japanese,True,True
6796,510,Sushi Rolls,Japanese,True,True
6797,510,Shabu-shabu,Japanese,True,True
6798,510,Zaru Soba,Japanese,True,True
6799,510,Uni Don,Japanese,True,True
6800,510,Dango,Japanese,True,True
6801,510,Tonkotsu Ramen,Japanese,False,False
6802,510,Korokke,Japanese,True,True
6803,511,Nama Chocolate,Japanese,True,True
6804,511,Matcha Ice Cream,Japanese,True,False
6805,511,Gyoza,Japanese,True,True
6806,511,Udon Noodles,Japanese,True,True
6807,511,Oyakodon,Japanese,True,True
6808,511,Kabocha Squash,Japanese,True,True
6809,511,Sushi Rolls,Japanese,True,True
6810,511,Miso,Japanese,True,True
6811,511,Okonomiyaki (Hiroshima style),Japanese,True,True
6812,511,Pocky,Japanese,True,True
6813,511,Gyudon,Japanese,True,True
6814,511,Mitarashi Dango,Japanese,True,True
6815,511,Tamago Kake Gohan,Japanese,True,True
6816,511,Sapporo Ramen,Japanese,True,True
6817,511,Tonkotsu Ramen,Japanese,False,False
6818,511,Green Onions,Japanese,True,True
6819,511,Hojicha Latte,Japanese,True,True
6820,511,Hiyashi Chuka,Japanese,True,True
6821,512,Matcha Ice Cream,Japanese,True,False
6822,512,Udon Noodles,Japanese,True,True
6823,512,Gyoza,Japanese,True,True
6824,512,Nori Seaweed,Japanese,True,True
6825,512,Sushi Rolls,Japanese,True,True
6826,512,Zosui,Japanese,True,True
6827,512,Mizu Yokan,Japanese,True,True
6828,512,Kare Pan,Japanese,True,True
6829,512,Tonkotsu Ramen,Japanese,False,False
6830,513,Butter Chicken,Indian,False,False
6831,513,Mysore Pak,Indian,True,True
6832,513,Banana Chips,Indian,True,True
6833,513,Egg Curry,Indian,True,True
6834,513,Shahi Paneer,Indian,True,False
6835,513,Jalebi,Indian,True,True
6836,513,Sarson da Saag & Makki di Roti,Indian,True,True
6837,513,Chicken Lollipop,Indian,False,False
6838,513,Kadai Paneer,Indian,True,False
6839,513,Mutton Curry,Indian,True,True
6840,513,Onion Uttapam,Indian,True,True
6841,513,Boondi Raita,Indian,True,True
6842,513,Andhra Chicken Curry,Indian,False,False
6843,513,Pav Bhaji,Indian,True,True
6844,513,Rava Dosa,Indian,True,True
6845,513,Malai Kofta,Indian,True,True
6846,513,Chicken Sukka,Indian,False,False
6847,513,Aamras Poori,Indian,True,True
6848,513,Pesarattu,Indian,True,True
6849,513,Pakora,Indian,True,True
6850,514,Ma La Tang (Spicy Hot Pot),Chinese,True,True
6851,514,Yu Xiang Rou Si (Fish-Fragrant Pork Slivers),Chinese,False,False
6852,514,Stir-fried Bok Choy,Chinese,True,True
6853,514,Chilli Paneer,Chinese,True,False
6854,514,Schezwan Fried Rice,Chinese,True,True
6855,514,Steamed Buns (Mantou),Chinese,True,True
6856,514,Biang Biang Noodles,Chinese,True,True
6857,514,Chow Mein,Chinese,True,True
6858,514,Spicy Cucumber Salad,Chinese,True,True
6859,514,Sheng Jian Bao (Pan-Fried Buns),Chinese,True,True
6860,514,Seaweed Salad,Chinese,True,True
6861,514,Char Siu Bao (BBQ Pork Buns),Chinese,False,False
6862,514,Chilli Mushroom,Chinese,True,True
6863,514,Sweet and Sour Spare Ribs,Chinese,True,True
6864,515,Mutton Curry,Indian,True,True
6865,515,Bengali Fish Curry,Indian,False,False
6866,515,Boondi Raita,Indian,True,True
6867,515,Dosa,Indian,True,True
6868,515,Gobi Manchurian,Indian,True,True
6869,515,Aamras Poori,Indian,True,True
6870,515,Pav Bhaji,Indian,True,True
6871,515,Suji Halwa,Indian,True,True
6872,515,Mutton Rogan Josh,Indian,True,True
6873,515,Sarson da Saag & Makki di Roti,Indian,True,True
6874,515,Pakora,Indian,True,True
6875,516,Butter Chicken,Indian,False,False
6876,516,Spinach Dal,Indian,True,True
6877,516,Uttapam,Indian,True,True
6878,516,Boondi Raita,Indian,True,True
6879,516,Balushahi,Indian,True,True
6880,516,Aamras Poori,Indian,True,True
6881,516,Chicken 65,Indian,False,False
6882,516,Pav Bhaji,Indian,True,True
6883,516,Aloo Tikki,Indian,True,True
6884,516,Sarson da Saag & Makki di Roti,Indian,True,True
6885,516,Papad,Indian,True,True
6886,516,Gajar Ka Halwa,Indian,True,True
6887,516,Pakora,Indian,True,True
6888,517,Matcha Ice Cream,Japanese,True,False
6889,517,Gyoza,Japanese,True,True
6890,517,Udon Noodles,Japanese,True,True
6891,517,Matcha Pudding,Japanese,True,True
6892,517,Yakisoba Pan,Japanese,True,True
6893,517,Sushi Rolls,Japanese,True,True
6894,517,Nikujaga,Japanese,True,True
6895,517,Karinto,Japanese,True,True
6896,517,Wagashi,Japanese,True,True
6897,517,Tonkotsu Ramen,Japanese,False,False
6898,517,Konpeito,Japanese,True,True
6899,517,Royal Milk Tea,Japanese,True,True
6900,517,Abura Soba,Japanese,True,True
6901,518,Matcha Ice Cream,Japanese,True,False
6902,518,Gyoza,Japanese,True,True
6903,518,Udon Noodles,Japanese,True,True
6904,518,Sansho Pepper,Japanese,True,True
6905,518,Mikan,Japanese,True,True
6906,518,Sushi Rolls,Japanese,True,True
6907,518,Yuzu,Japanese,True,True
6908,518,Mizu Yokan,Japanese,True,True
6909,518,Edamame,Japanese,True,True
6910,518,Red Curry,Japanese,True,True
6911,518,Tonkotsu Ramen,Japanese,False,False
6912,518,Shiitake Mushrooms,Japanese,True,True
6913,518,Yakizakana,Japanese,True,True
6914,519,American Chopsuey,Chinese,True,True
6915,519,Dry-Fried Green Beans,Chinese,True,True
6916,519,Chilli Paneer,Chinese,True,False
6917,519,Schezwan Fried Rice,Chinese,True,True
6918,519,Gobi Manchurian,Chinese,True,True
6919,519,Lotus Leaf Wrapped Rice,Chinese,True,True
6920,519,Cantonese Roast Goose,Chinese,True,True
6921,519,Baozi (Steamed Filled Buns),Chinese,True,True
6922,519,Noodle Soup,Chinese,True,True
6923,519,Niu Rou Mian (Beef Noodle Soup),Chinese,False,False
6924,519,Chilli Mushroom,Chinese,True,True
6925,519,Hui Guo Rou (Twice Cooked Pork),Chinese,False,False
6926,519,Ma La Xiang Guo (Spicy Dry Pot),Chinese,True,True
6927,520,American Chopsuey,Chinese,True,True
6928,520,Soy Milk,Chinese,True,True
6929,520,Chilli Paneer,Chinese,True,False
6930,520,Schezwan Fried Rice,Chinese,True,True
6931,520,Di San Xian (Three Delicacies Stir-fry),Chinese,True,True
6932,520,Gobi Manchurian,Chinese,True,True
6933,520,Chow Mein,Chinese,True,True
6934,520,Braised Short Ribs,Chinese,True,True
6935,520,Green Bean Soup,Chinese,True,True
6936,520,Kung Pao Shrimp,Chinese,True,True
6937,520,Chilli Mushroom,Chinese,True,True
6938,520,Peking Duck,Chinese,True,True
6939,521,Vegetable Fried Rice,Chinese,True,True
6940,521,Sweet and Sour Chicken,Chinese,False,False
6941,521,American Chopsuey,Chinese,True,True
6942,521,Chilli Paneer,Chinese,True,False
6943,521,Schezwan Fried Rice,Chinese,True,True
6944,521,Gobi Manchurian,Chinese,True,True
6945,521,Potato Stir-fry,Chinese,True,True
6946,521,Shui Zhu Yu (Water Boiled Fish),Chinese,False,False
6947,521,Pineapple Buns,Chinese,True,True
6948,521,Cucumber Salad,Chinese,True,True
6949,521,Kung Pao Chicken,Chinese,False,False
6950,521,Siu Mai (Pork and Shrimp Dumplings),Chinese,False,False
6951,521,Char Siu Bao (BBQ Pork Buns),Chinese,False,False
6952,521,Chilli Mushroom,Chinese,True,True
6953,521,Garlic Chicken,Chinese,False,False
6954,522,Soya Chaap,Indian,True,True
6955,522,Vegetable Pulao,Indian,True,True
6956,522,Chicken Vindaloo,Indian,False,False
6957,522,Boondi Raita,Indian,True,True
6958,522,Paneer Tikka,Indian,True,False
6959,522,Sambar Rice,Indian,True,True
6960,522,Pav Bhaji,Indian,True,True
6961,522,Tandoori Fish,Indian,False,False
6962,522,Hyderabadi Biryani,Indian,True,True
6963,522,Sweet Corn Soup,Indian,True,True
6964,522,Pakora,Indian,True,True
6965,523,Fu Qi Fei Pian (Husband and Wife Lung Slices),Chinese,True,True
6966,523,Fermented Bean Curd,Chinese,True,True
6967,523,Chilli Paneer,Chinese,True,False
6968,523,Gobi Manchurian,Chinese,True,True
6969,523,Pineapple Buns,Chinese,True,True
6970,523,Potstickers,Chinese,True,True
6971,523,Schezwan Fried Rice,Chinese,True,True
6972,523,West Lake Vinegar Fish,Chinese,False,False
6973,523,Wife Cakes,Chinese,True,True
6974,523,Mao Shi Hong Shao Rou (Chairman Mao's Red Braised Pork),Chinese,False,False
6975,523,Twice Cooked Pork (Hui Guo Rou),Chinese,False,False
6976,523,American Chopsuey,Chinese,True,True
6977,523,Steamed Sea Bass,Chinese,True,True
6978,523,Tang Yuan (Glutinous Rice Balls),Chinese,True,True
6979,523,Lobster with Ginger and Scallions,Chinese,True,True
6980,523,Bo Cai Chao Fan (Bok Choy Fried Rice),Chinese,True,True
6981,523,Tea Eggs,Chinese,True,True
6982,523,Siu Mai (Pork and Shrimp Dumplings),Chinese,False,False
6983,523,Chilli Mushroom,Chinese,True,True
6984,523,You Tiao (Fried Doughsticks),Chinese,True,True
6985,524,Rogan Josh,Indian,True,True
6986,524,Pickle,Indian,True,True
6987,524,Dhokla,Indian,True,True
6988,524,Boondi Raita,Indian,True,True
6989,524,Kathi Roll,Indian,True,True
6990,524,Pav Bhaji,Indian,True,True
6991,524,Gajar Ka Halwa,Indian,True,True
6992,524,Pakora,Indian,True,True
6993,524,Bisi Bele Bath,Indian,True,True
6994,525,American Chopsuey,Chinese,True,True
6995,525,Stir-fried Bok Choy,Chinese,True,True
6996,525,Potstickers,Chinese,True,True
6997,525,Soy Milk,Chinese,True,True
6998,525,Gobi Manchurian,Chinese,True,True
6999,525,Mao Shi Hong Shao Rou (Chairman Mao's Red Braised Pork),Chinese,False,False
7000,525,Spicy Cucumber Salad,Chinese,True,True
7001,525,Moo Shu Pork,Chinese,False,False
7002,525,Sheng Jian Bao (Pan-Fried Buns),Chinese,True,True
7003,525,Chinese Pancakes,Chinese,True,True
7004,525,Chilli Mushroom,Chinese,True,True
7005,525,You Tiao (Fried Doughsticks),Chinese,True,True
7006,526,Matcha Ice Cream,Japanese,True,False
7007,526,Udon Noodles,Japanese,True,True
7008,526,Gyoza,Japanese,True,True
7009,526,Agedashi Tofu,Japanese,True,True
7010,526,Yellow Curry,Japanese,True,True
7011,526,Sushi Rolls,Japanese,True,True
7012,526,Miso,Japanese,True,True
7013,526,Mizu Yokan,Japanese,True,True
7014,526,Chicken Katsu Curry,Japanese,False,False
7015,526,Curry Rice,Japanese,True,True
7016,526,Tantanmen,Japanese,True,True
7017,526,Crepe,Japanese,True,True
7018,526,Matsutake Gohan,Japanese,True,True
7019,526,Tonkotsu Ramen,Japanese,False,False
7020,526,Teriyaki Chicken,Japanese,False,False
7021,526,Kabocha Squash,Japanese,True,True
7022,527,Nama Chocolate,Japanese,True,True
7023,527,Tsukemen,Japanese,True,True
7024,527,Napolitan,Japanese,True,True
7025,527,Matcha Ice Cream,Japanese,True,False
7026,527,Gyoza,Japanese,True,True
7027,527,Mochi,Japanese,True,True
7028,527,Sushi Rolls,Japanese,True,True
7029,527,Soba,Japanese,True,True
7030,527,Kake Udon,Japanese,True,True
7031,527,Shimeji Mushrooms,Japanese,True,True
7032,527,Karinto,Japanese,True,True
7033,527,Miso,Japanese,True,True
7034,527,Niku Udon,Japanese,True,True
7035,527,Japanese Cucumber,Japanese,True,True
7036,527,Shiitake Mushrooms,Japanese,True,True
7037,527,Oden,Japanese,True,True
7038,528,Yu Xiang Rou Si (Fish-Fragrant Pork Slivers),Chinese,False,False
7039,528,American Chopsuey,Chinese,True,True
7040,528,Stir-fried Bok Choy,Chinese,True,True
7041,528,Chilli Paneer,Chinese,True,False
7042,528,Schezwan Fried Rice,Chinese,True,True
7043,528,Steamed Chicken with Ginger and Scallions,Chinese,False,False
7044,528,Gobi Manchurian,Chinese,True,True
7045,528,Dumplings (Jiaozi),Chinese,True,True
7046,528,Beef Lo Mein,Chinese,False,False
7047,528,Siu Mai (Pork and Shrimp Dumplings),Chinese,False,False
7048,528,Wood Ear Mushroom Salad,Chinese,True,True
7049,528,Lemon Chicken,Chinese,False,False
7050,528,Chilli Mushroom,Chinese,True,True
7051,529,Steamed Fish,Chinese,False,False
7052,529,Vegetable Fried Rice,Chinese,True,True
7053,529,Beef with Broccoli,Chinese,False,False
7054,529,Stir-fried Bok Choy,Chinese,True,True
7055,529,Potstickers,Chinese,True,True
7056,529,Chilli Paneer,Chinese,True,False
7057,529,Schezwan Fried Rice,Chinese,True,True
7058,529,Steamed Chicken with Ginger and Scallions,Chinese,False,False
7059,529,Chicken and Corn Soup,Chinese,False,False
7060,529,Gobi Manchurian,Chinese,True,True
7061,529,Chicken with Black Bean Sauce,Chinese,False,False
7062,529,Mao Shi Hong Shao Rou (Chairman Mao's Red Braised Pork),Chinese,False,False
7063,529,Egg Tarts,Chinese,True,True
7064,529,Jian Bing (Savory Crepe),Chinese,True,True
7065,529,Sticky Rice (Nian Gao),Chinese,True,True
7066,529,Dandan Noodles (Sichuan Style),Chinese,True,True
7067,529,Chilli Mushroom,Chinese,True,True
7068,530,Konnyaku,Japanese,True,True
7069,530,Tsukemen,Japanese,True,True
7070,530,Gyoza,Japanese,True,True
7071,530,Udon Noodles,Japanese,True,True
7072,530,Negiyaki,Japanese,True,True
7073,530,Kabocha Squash,Japanese,True,True
7074,530,Yellow Curry,Japanese,True,True
7075,530,Chicken Katsu Curry,Japanese,False,False
7076,530,California Roll,Japanese,True,True
7077,530,Hayashi Rice,Japanese,True,True
7078,530,Edamame,Japanese,True,True
7079,530,Tempura Udon,Japanese,True,True
7080,530,Tonkotsu Ramen,Japanese,False,False
7081,530,Dashi,Japanese,True,True
7082,530,Oshiruko,Japanese,True,True
7083,531,Matcha Ice Cream,Japanese,True,False
7084,531,Gyoza,Japanese,True,True
7085,531,Karaage,Japanese,True,True
7086,531,Enoki Mushrooms,Japanese,True,True
7087,531,Oyakodon,Japanese,True,True
7088,531,Matcha Pudding,Japanese,True,True
7089,531,Tendon,Japanese,True,True
7090,531,Tempura,Japanese,True,True
7091,531,Dango,Japanese,True,True
7092,531,Tonkatsu,Japanese,True,True
7093,531,Wakame Seaweed,Japanese,True,True
7094,531,Tonkotsu Ramen,Japanese,False,False
7095,531,Yakizakana,Japanese,True,True
7096,531,Dashi,Japanese,True,True
7097,531,Daifuku,Japanese,True,True
7098,532,Chingri Malai Curry,Indian,True,True
7099,532,Brinjal Curry,Indian,True,True
7100,532,Boondi Raita,Indian,True,True
7101,532,Bhelpuri,Indian,True,True
7102,532,Litti Chokha,Indian,True,True
7103,532,Aamras Poori,Indian,True,True
7104,532,Pav Bhaji,Indian,True,True
7105,532,Sarson da Saag & Makki di Roti,Indian,True,True
7106,532,Dahi Vada,Indian,True,True
7107,532,Pakora,Indian,True,True
7108,533,Coconut Chutney,Indian,True,True
7109,533,Idli,Indian,True,True
7110,533,Chicken Sukka,Indian,False,False
7111,533,Rogan Josh,Indian,True,True
7112,533,Vegetable Pulao,Indian,True,True
7113,533,Baingan Bharta,Indian,True,True
7114,533,Boondi Raita,Indian,True,True
7115,533,Mushroom Masala,Indian,True,True
7116,533,Sarson da Saag & Makki di Roti,Indian,True,True
7117,533,Chicken Tikka Masala,Indian,False,False
7118,533,Pani Puri,Indian,True,True
7119,533,Poha,Indian,True,True
7120,533,Sweet Corn Soup,Indian,True,True
7121,533,Gajar Ka Halwa,Indian,True,True
7122,533,Samosa,Indian,True,True
7123,534,Stir-fried Bok Choy,Chinese,True,True
7124,534,Seaweed Salad,Chinese,True,True
7125,534,Chilli Paneer,Chinese,True,False
7126,534,Schezwan Fried Rice,Chinese,True,True
7127,534,Gobi Manchurian,Chinese,True,True
7128,534,Vegetable Chow Mein,Chinese,True,True
7129,534,Beef Lo Mein,Chinese,False,False
7130,534,Chilli Mushroom,Chinese,True,True
7131,534,American Chopsuey,Chinese,True,True
7132,534,Ma La Xiang Guo (Spicy Dry Pot),Chinese,True,True
7133,535,Nama Chocolate,Japanese,True,True
